label,text,clean_strict,clean_light
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup thk cine better cos need plaza mah,Yup i thk cine is better cos no need 2 go down 2 plaza mah
ham,Ok... Ur typical reply...,typical reply,Ok    Ur typical reply
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request melle melle oru minnaminunginte nurungu vettam set callertune callers press copy friends callertune,As per your request  Melle Melle  Oru Minnaminunginte Nurungu Vettam   has been set as your callertune for all Callers  Press  9 to copy your friends Callertune
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots shows see guess like things must exist like rain hail mist time done become one,You are everywhere dirt  on the floor  the windows  even on my shirt  And sometimes when i open my mouth  you are all that comes flowing out  I dream of my world without you  then half my chores are out too  A time of joy for me  lots of tv shows i ll see  But i guess like all things you just must exist  like rain  hail and mist  and when my time here is done  you and i become one
ham,Aaooooright are you at work?,aaooooright work,Aaooooright are you at work?
ham,I'm leaving my house now...,leaving house,I m leaving my house now
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happy good boy think missing,Hello  my love  What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement new years delivery waiting please call 07046744435 arrange delivery,Customer service annoncement  You have a New Years delivery waiting for you  Please call 07046744435 now to arrange delivery
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner specially selected receive 1000 cash holiday flights inc speak live operator claim 0871277810810,You are a winner U have been specially selected 2 receive  1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810810
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep safe need miss already envy everyone see real life,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see s you in real life
ham,New car and house for my parents.:)i have only new job in hand:),new car house parents new job hand,New car and house for my parents   i have only new job in hand
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,love excited day spend make happy,I m so in love with you  I m excited each day i spend with you  You make me so happy
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious inviting friend reply yes 434 434 see www sms bootydelious stop send stop frnd 62468,PLS STOP bootydelious  32 F  is inviting you to be her friend  Reply YES 434 or NO 434 See her  www SMS ac u bootydelious STOP? Send STOP FRND to 62468
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbabes order way receive service msg download content goto wap bangb mobile internet service menu,BangBabes Ur order is on the way  U SHOULD receive a Service Msg 2 download UR content  If U do not  GoTo wap  bangb  tv on UR mobile internet service menu
ham,I place all ur points on e cultures module already.,place points cultures module already,I place all ur points on e cultures module already
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent trying contact last weekends draw shows 900 prize guaranteed call 09061701939 claim code s89 valid 12hrs,URGENT! We are trying to contact you  Last weekends draw shows that you have won a  900 prize GUARANTEED  Call 09061701939  Claim code S89  Valid 12hrs only
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",frnd best way avoid missunderstding wit beloved one,Hi frnd  which is best way to avoid missunderstding wit our beloved one s?
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escape fancy bridge needs lager see tomo,Great escape  I fancy the bridge but needs her lager  See you tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,yes completely form clark also utter waste,Yes   it completely in out of form  clark also utter waste
ham,"Sir, I need AXIS BANK account no and bank address.",sir need axis bank account bank address,Sir  I need AXIS BANK account no and bank address
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",hmmm thk sure got time hop ard free abt muz call discuss liao,Hmmm   Thk sure got time to hop ard    Ya  can go 4 free abt    Muz call u to discuss liao
ham,What time you coming down later? ,time coming later,What time you coming down later?
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",bloody hell cant believe forgot surname ill give clue spanish begins,Bloody hell  cant believe you forgot my surname Mr   Ill give u a clue  its spanish and begins with m
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",well gonna finish bath good fine night,Well  i m gonna finish my bath now  Have a good   fine night
ham,Let me know when you've got the money so carlos can make the call,let know got money carlos make call,Let me know when you ve got the money so carlos can make the call
ham,U still going to the mall?,still going mall,U still going to the mall?
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns friends staying whole show back til feel free ahead smoke worth,Turns out my friends are staying for the whole show and won t be back til    lt   gt    so feel free to go ahead and smoke that $  lt   gt  worth
ham,Text her. If she doesnt reply let me know so i can have her log in,text doesnt reply let know log,Text her  If she doesnt reply let me know so i can have her log in
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,spoke maneesha like know satisfied experience reply toll free yes,Hi! You just spoke to MANEESHA V  We d like to know if you were satisfied with the experience  Reply Toll Free with Yes or No
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,lifted hopes offer money need especially end month approaches hurts studying anyways gr8 weekend,You lifted my hopes with the offer of money  I am in need  Especially when the end of the month approaches and it hurts my studying  Anyways have a gr8 weekend
ham,Lol no. U can trust me.,lol trust,Lol no  U can trust me
ham,ok. I am a gentleman and will treat you with dignity and respect.,gentleman treat dignity respect,ok  I am a gentleman and will treat you with dignity and respect
ham,"He will, you guys close?",guys close,He will  you guys close?
ham,Going on nothing great.bye,going nothing great bye,Going on nothing great bye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome finding job lazy working towards getting back net mummy boytoy miss,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where s my boytoy now ? Does he miss me ?
ham,"Haha awesome, be there in a minute",haha awesome minute,Haha awesome  be there in a minute
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative freephone 0808 145 4742 9am 11pm guaranteed 1000 cash 5000 prize,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am 11pm as you have WON a guaranteed  1000 cash or  5000 prize!
ham,Have you got Xmas radio times. If not i will get it now,got xmas radio times get,Have you got Xmas radio times  If not i will get it now
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,jus reached home bathe first sis using net tell finishes,I jus reached home  I go bathe first  But my sis using net tell u when she finishes k
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,unique enough find 30th august www areyouunique,Are you unique enough? Find out from 30th August  www areyouunique co uk
